6 18
2
      1013
  4.6  17.7  78.8   2.0 
  3.0  19.8  67.3   1.9 
  2.2  45.9  66.5   2.5 
  1.1  44.8  75.9   2.4 
  4.0  39.8  89.4   1.6 
  2.9  17.6  59.9   1.7 
  4.9  36.6  27.6   1.7 
  4.4  22.3  23.1   1.5 
  2.4  13.2  22.7   2.3 
  1.8  34.0  53.8   2.3 
  3.7  30.4  64.0   1.5 
  3.9  28.5  66.1   1.9 
  0.2   0.3   0.2   0.4   0.2   0.2 
   23    32   102    81    18    74 
   91   125    96    54    58    16 
   60   165   114    11   174    40 
  136    24     2    40    35    96 
   81   113    97   119   144    12 
   25   136    14    68   155    91 
   68    14    59   141    96   153 
  175   167    48   162    64   141 
   61   171    34   122    30    78 
  146    68   102    72    12    44 
  130     5    48    81    35    86 
   69    58   155     3   157    79 
   69   159    87    28    73    97 
   65    52     5    85   149    67 
  106   168   179    48    78   152 
  159    94    74    29    38    89 
   33    58    78     8    88   149 
  179   123    24    61   141    31 
