6 12
2
       983
  4.6  17.7  78.8   2.0
  3.0  19.8  67.3   1.9
  2.2  45.9  66.5   2.5
  1.1  44.8  75.9   2.4
  4.0  39.8  89.4   1.6
  2.9  17.6  59.9   1.7
  4.9  36.6  27.6   1.7
  4.4  22.3  23.1   1.5
  2.4  13.2  22.7   2.3
  1.8  34.0  53.8   2.3
  3.7  30.4  64.0   1.5
  3.9  28.5  66.1   1.9
  0.2   0.3   0.2   0.4   0.2   0.2 
   23    69    14   102    87   141 
   91    65   167    96     5   162 
   60   106   171   114   179   122 
  136   159    68     2    74    72 
   81    33     5    97    78    81 
   25   179    58    14    24     3 
   68    32   159    59    81    28 
  175   125    52    48    54    85 
   61   165   168    34    11    48 
  146    24    94   102    40    29 
  130   113    58    48   119     8 
   69   136   123   155    68    61 
