6 12
2
       856
  2.5  32.3  81.9   2.1
  4.7  33.5  47.6   1.6
  2.0  25.3  77.5   2.4
  2.7  25.1  81.5   2.0
  3.1  13.2  82.8   1.8
  3.3  41.9  32.1   1.8
  2.0  11.7  13.7   2.4
  1.8  34.1  82.8   2.0
  2.8  39.5  92.4   1.5
  1.5  29.9  30.6   2.1
  1.0  24.7  58.9   1.5
  2.3  19.6  45.0   1.8
  0.2   0.3   0.4   0.4   0.2   0.4 
   17    78    66   177    98   166 
   76    97   151    97    84    68 
  128   132    26   122   157     6 
   69    80   148    56    35   141 
   32   142   161   146   144    72 
    8   170    24   132   167    71 
  174    66    76    10   167   133 
  101   116   141   164    75   136 
   66     6   107    37    20   174 
  132   166    43    88   143    65 
  142    25    85    40   125    29 
   80    43    14    16    29   113 
