6 18
2
      1031
  2.0  20.8  42.9   2.3 
  4.9  41.9  29.3   1.8 
  1.5  43.1  92.9   1.9 
  1.8  28.0  34.3   2.4 
  4.5  17.7  44.4   2.2 
  1.5  25.2  49.4   2.2 
  2.5  30.2  19.0   1.6 
  2.2  40.8  75.9   2.0 
  3.9  28.5  13.6   2.4 
  2.8  26.0  83.8   2.1 
  4.2  31.2  54.0   2.4 
  3.9  40.4  87.3   2.2 
  0.2   0.3   0.3   0.4   0.3   0.3 
   36   125   133   158    30   141 
  167   138    59    61   115   105 
   31   153   114   128    26    47 
  141   115   132    47    31     6 
  140    90    64   104    32   165 
   29   114    83   143   124     6 
  145   175     3   168   170    83 
  171   131    95   137    61    34 
    6   111    62     3   120    80 
  148    28    81   163    89    53 
   41   153    20   135   159   164 
   71    74    25    62   132   151 
  175    14    13    55   119   133 
   35   173     6   111    51    61 
   78     8    73    53   166    98 
  154    68   171   175   132   166 
   54   137   115   109    45    12 
  170   155    50   115     0   147 
