6 12
2
      1000
  1.8  36.2  71.7   1.8 
  2.7  23.6  41.5   2.4 
  2.9  27.1  86.2   2.3 
  2.4  21.0  46.7   2.3 
  3.8  40.4  59.4   2.4 
  3.6  49.8  36.4   2.1 
  3.4  48.2  22.8   2.4 
  2.1  27.0  74.7   2.0 
  3.0  29.1  21.6   2.4 
  2.8  35.7  83.8   2.4 
  2.9  37.0  92.4   1.7 
  1.3  27.4  46.6   2.4 
  0.2   0.3   0.4   0.4   0.2   0.3 
   83   147    23    68   156   168 
  176   155    11    41   140   105 
  150    92   154   132   170   119 
   60   141    65    30    54    51 
  103    44    76   179    64    85 
  173   156   167    36    77   120 
   18    34   122    87    45    57 
  119   100   131    96   179    71 
  175    68   142    17     1   112 
   95    37   109    19   172   108 
   94   138   148    88    70    86 
    3   171   116    60    55   145 
