6 12
2
      1062
  2.0  20.8  42.9   2.3 
  4.9  41.9  29.3   1.8 
  1.5  43.1  92.9   1.9 
  1.8  28.0  34.3   2.4 
  4.5  17.7  44.4   2.2 
  1.5  25.2  49.4   2.2 
  2.5  30.2  19.0   1.6 
  2.2  40.8  75.9   2.0 
  3.9  28.5  13.6   2.4 
  2.8  26.0  83.8   2.1 
  4.2  31.2  54.0   2.4 
  3.9  40.4  87.3   2.2 
  0.2   0.3   0.3   0.4   0.3   0.3 
   36   175   175   133    13   168 
  167    35   131    59     6   137 
   31    78   111   114    73     3 
  141   154    28   132   171   163 
  140    54   153    64   115   135 
   29   170    74    83    50    62 
  145   125    14     3   158    55 
  171   138   173    95    61   111 
    6   153     8    62   128    53 
  148   115    68    81    47   175 
   41    90   137    20   104   109 
   71   114   155    25   143   115 
