6 18
6
       437
  4.0  24.1  64.5   2.0 
  3.5  19.1  32.6   1.8 
  4.1  48.3   8.1   1.8 
  1.2  33.2  21.3   2.1 
  3.3  42.5  87.9   1.8 
  1.2  40.0  77.9   1.6 
  1.8  13.8  35.9   1.5 
  1.8  30.3  82.4   1.7 
  1.2  15.5  48.0   2.5 
  2.4  26.2  79.9   1.8 
  3.4  14.4  63.6   2.3 
  4.2  47.2  13.8   2.0 
  4.5  39.3  67.8   1.6 
  3.7  23.1  24.3   2.3 
  1.8  24.8  52.1   2.3 
  1.7  38.7  70.3   1.6 
  4.3  45.9  65.2   2.3 
  2.7  48.2  24.2   2.2 
  3.4  27.0  94.8   1.7 
  3.0  46.7  86.1   1.6 
  1.7  14.1  55.6   1.9 
  1.3  29.8  67.4   2.4 
  1.8  12.7  51.5   2.4 
  4.3  21.1  32.1   2.0 
  4.3  30.3  56.4   1.8 
  1.1  38.1  76.8   2.3 
  3.0  18.0  68.8   1.9 
  2.8  49.8  92.0   2.4 
  4.8  42.0  15.2   1.9 
  1.6  33.3  13.1   2.2 
  1.9  40.6  91.4   2.2 
  2.3  37.7  83.9   2.5 
  3.6  44.0  94.5   2.3 
  4.7  12.4  23.5   2.2 
  1.9  30.1  27.5   1.8 
  3.0  20.2  49.1   2.2 
  0.2   0.4   0.3   0.3   0.4   0.3 
   77    17   109   169    34    82 
    9   163    26    58   123    32 
  173    76   154    73   147    52 
  154   178    86   133     6   111 
   33    91    31   138   106   156 
    1   140     0   118    47    97 
  174    76    84   136    13    38 
  144    83   144   166    23     4 
  126   126   136   169   136   135 
   15   178   124   130    92    23 
  130    89    54   100   162    44 
  134    96   106    69     0   134 
  144     9   125    62   146    17 
  117     4   127    19    41    82 
   22   152    66    40   164    99 
   45   127   171    53   125    42 
  103    46   123    65    32    33 
  164    74    30   137   130    27 
