6 12
2
      1069
  4.3  15.5   6.2   2.3 
  4.8  47.6  77.3   2.0 
  3.4  49.7  11.9   2.0 
  3.0  24.8  81.1   2.4 
  2.4  19.8  53.9   2.2 
  2.5  39.6  66.6   1.5 
  2.8  37.1  59.3   2.5 
  3.1  17.2  92.3   1.5 
  3.7  37.2  69.6   2.4 
  2.0  18.9  92.8   2.1 
  3.2  44.6  73.4   2.4 
  3.9  46.7  37.6   1.7 
  0.2   0.3   0.2   0.3   0.4   0.3 
   99   101   107     3   110    39 
  151   114   104    93     4    71 
   38   112   140   153   117   172 
   48   130   160   126   159    36 
   11   118    23   108    45    60 
   86    57    80   144    15    16 
   87    31     8   167    56   173 
   73   165    93   118    23    48 
   58   175   125   177   170    94 
   56   174   131    14    29    68 
  154    92    34    15    94    20 
  148    42    44   169    82     4 
