25 12
6
      1791
  4.7  25.2  71.7   1.8
  4.5  27.9  88.6   1.7
  4.7  14.7  84.4   1.8
  3.7  41.3  48.0   2.0
  4.0  11.1  46.9   1.9
  3.4  25.2  82.8   2.3
  3.4  18.3  82.4   1.6
  4.8  18.1  20.4   2.2
  3.7  37.8  37.2   1.8
  4.3  12.3  65.1   2.0
  1.3  39.3  63.3   2.1
  4.1  23.1  82.5   2.2
  4.4  42.3  27.8   2.4
  3.6  42.4  71.8   2.4
  1.5  44.3  64.2   2.5
  2.8  49.5  25.3   2.4
  4.3  45.3  59.6   1.6
  1.3  32.9  18.1   2.0
  4.1  16.4  79.0   2.0
  1.0  20.6  79.8   2.2
  4.9  36.6  30.1   1.9
  1.2  45.5  54.2   1.9
  1.3  45.1  44.6   2.0
  2.1  13.4  32.9   1.7
  1.6  31.0   5.6   1.7
  2.7  12.9  22.8   2.4
  1.7  43.4  46.7   2.3
  2.3  37.7  22.3   2.0
  4.8  41.3  29.7   1.8
  2.7  41.5  80.2   2.5
  3.6  21.3  75.9   2.0
  3.5  25.9  43.3   1.9
  3.1  30.9  23.2   2.5
  2.0  44.0  27.9   1.9
  4.3  35.8  40.5   1.8
  3.9  35.4  79.7   1.6
  2.7  46.7  79.5   1.9
  4.1  10.6  18.9   2.2
  4.2  33.1  82.5   2.1
  1.2  23.9  36.5   1.6
  3.3  34.6  12.8   2.0
  2.6  30.0  31.0   1.6
  2.9  48.2  93.6   1.7
  1.8  17.5   8.1   1.9
  2.5  29.7  39.9   2.2
  2.4  32.1  85.8   1.5
  4.2  33.0  43.3   2.1
  1.5  10.9  94.0   2.5
  1.4  14.1  78.9   1.7
  4.0  40.0  12.3   2.1
  3.3  15.5  90.2   2.0
  2.3  29.8  83.8   2.4
  3.5  17.8  58.0   2.2
  1.1  21.6  62.7   1.9
  4.4  11.8  56.6   1.8
  1.8  13.7  83.2   1.7
  1.6  23.8  66.4   2.4
  1.9  49.9  53.2   2.0
  2.7  39.9   5.7   2.5
  1.6  48.5  59.1   2.1
  3.4  27.4   7.6   1.6
  4.2  13.5  85.5   1.5
  2.3  37.4  25.3   2.1
  4.0  28.1  43.7   1.7
  2.5  46.5  90.4   2.3
  2.6  24.0  19.2   2.4
  2.9  36.5  39.5   2.5
