6 12
2
      1099
  2.9  41.0  64.5   2.0
  3.2  25.4  22.3   2.2
  5.0  28.4  91.4   2.2
  2.0  43.3  82.4   1.7
  4.4  37.7  79.6   2.4
  3.6  18.2  31.6   2.2
  3.1  26.0  35.9   1.5
  3.8  40.3  33.6   2.5
  3.6  17.2  28.8   2.3
  1.5  39.0  24.3   2.3
  4.8  48.7  91.5   2.3
  4.9  22.2  94.6   1.5
  0.2   0.2   0.3   0.3   0.2   0.4 
  165    11   134   110   139     8 
  136   145    63    40   172   104 
  117    97    37    35     7    63 
  151    17    17    91    24    72 
  120   131   157   119    37    30 
  157    38   132    58    66   128 
   93    85   107    88    31    14 
   66    54    76   164    18    89 
   20   130   147     5    90    79 
   49    16    91   126    35   179 
   45   132    39    60   118   164 
   72    88   137   124   153    10 
