6 12
2
     12075
 14.5   3.5  34.8   1.8
 19.9   4.8  18.7   2.2
 26.9   4.1  27.4   1.8
 65.3   3.5  45.6   1.7
 41.0   4.1  10.9   1.9
 37.8   4.9  11.2   1.6
 69.8   2.1  23.8   1.8
 63.0   3.5  39.0   2.4
 79.6   2.8  33.4   1.6
 13.7   1.7  43.0   1.7
 52.6   4.7  10.2   1.7
 22.5   1.8  14.3   2.4
  0.2   0.2   0.4   0.3   0.2   0.2 
  177   123    68   126   134    33 
  151    80    79   113    67    59 
  112     7   153   119    52   164 
   57   142   161    13    47    94 
   33   161   128    57   137    37 
  138   134   158   153   112    69 
  152   130    65    99   146     9 
  114   154    70     6     8    38 
  153   100     9    76    53   118 
  126    57   141    30    23    57 
  162   150   112   102    11    35 
    5   103   145   164    50   141 
