6 12
4
       544
  1.5  30.3  78.8   2.0
  2.4  42.5  94.7   1.5
  1.7  50.0   7.8   2.0
  1.3  47.3  66.1   1.9
  4.7  30.9  32.5   1.8
  3.2  13.3  72.1   2.3
  2.4  40.3  27.6   1.7
  3.9  25.5  79.5   2.2
  1.7  37.8  89.4   1.6
  4.8  25.2  22.3   2.4
  2.3  37.5  36.5   2.4
  2.3  20.7  51.0   2.2
  2.8  15.8  38.1   2.1
  2.5  24.6  74.6   1.7
  4.7  15.5  64.0   1.5
  1.1  23.1  64.9   2.5
  3.3  31.4   6.9   1.6
  1.8  32.8  22.2   2.0
  2.5  49.0   7.3   2.2
  3.4  45.4  75.9   2.4
  3.5  40.4  20.4   1.7
  4.5  21.6  26.9   2.0
  3.5  10.6  22.3   2.4
  2.1  44.6  46.6   2.2
  0.2   0.2   0.4   0.3   0.4   0.3 
   87   141    18    73   153   176 
    5   162    58   149   141     7 
  179   122   174    78    78   122 
   74    72    35    38    44    30 
   78    81   144    88    86   157 
   24     3   155   141    79   152 
   81    28    96    74    97   132 
   54    85    64    16    67   156 
   11    48    30    40   152    67 
   40    29    12    96    89   117 
  119     8    35    12   149   146 
   68    61   157    91    31    34 
