6 12
2
     11198
 51.0   1.0  11.3   2.4
 59.8   4.9  10.2   2.1
 37.5   4.9  23.6   1.7
 22.6   3.4  16.0   2.3
 10.1   1.4  14.2   2.1
 46.6   1.7  46.5   2.5
 50.7   2.6  29.4   2.1
  7.9   3.5  29.0   2.4
 20.5   3.6  18.5   1.5
 22.0   1.2  31.8   2.1
 67.4   4.4  20.3   1.6
 89.6   1.1  47.7   2.2
  0.2   0.4   0.3   0.3   0.3   0.4 
    6   139   118   166    42   126 
  123   101   137   151   170    24 
   83    36    26   143    93    76 
  105    24   129    22     3   125 
   57    70    40    56    24    98 
   34   178   158   160     8   122 
   64    53   127   175   143    12 
  162    70   169    16     1    70 
   11    97   160     2    26   162 
  154     5   109    89   115    59 
  128   152   167    74    75   160 
   26   101   127   155   174   166 
