6 12
2
      1213
  4.3  17.3  10.5   2.3
  4.8  89.6  42.2   2.0
  3.4  94.4  13.1   2.0
  3.0  38.3  43.8   2.4
  2.4  27.0  31.7   2.2
  2.5  71.6  37.4   1.5
  2.8  65.9  34.1   2.5
  3.1  21.3  48.8   1.5
  3.7  66.2  38.7   2.4
  2.0  25.0  49.0   2.1
  3.2  82.9  40.4   2.4
  3.9  87.6  24.5   1.7
  0.2   0.3   0.2   0.3   0.4   0.3 
   99   101   107     3   110    39 
  151   114   104    93     4    71 
   38   112   140   153   117   172 
   48   130   160   126   159    36 
   11   118    23   108    45    60 
   86    57    80   144    15    16 
   87    31     8   167    56   173 
   73   165    93   118    23    48 
   58   175   125   177   170    94 
   56   174   131    14    29    68 
  154    92    34    15    94    20 
  148    42    44   169    82     4 
