6 18
2
      1245
  4.3  17.3  10.5   2.3
  4.8  89.6  42.2   2.0
  3.4  94.4  13.1   2.0
  3.0  38.3  43.8   2.4
  2.4  27.0  31.7   2.2
  2.5  71.6  37.4   1.5
  2.8  65.9  34.1   2.5
  3.1  21.3  48.8   1.5
  3.7  66.2  38.7   2.4
  2.0  25.0  49.0   2.1
  3.2  82.9  40.4   2.4
  3.9  87.6  24.5   1.7
  0.2   0.3   0.2   0.3   0.4   0.3 
   99    31     3    56   100   105 
  151   165    93    23   140   139 
   38   175   153   170    57    10 
   48   174   126    29   105   164 
   11    92   108    94    11     1 
   86    42   144    82    10    99 
   87   107   167    39    24   147 
   73   104   118    71   116   113 
   58   140   177   172   175    60 
   56   160    14    36   155   169 
  154    23    15    60   118    78 
  148    80   169    16   113    17 
  101     8   110   173    50   155 
  114    93     4    48   125   160 
  112   125   117    94    72   103 
  130   131   159    68    35   127 
  118    34    45    20   110   149 
   57    44    15     4   149     1 
