6 18
2
     15514
 78.9   1.5  10.5   2.3
 91.4   4.8  42.2   2.0
 59.9   5.0  13.1   2.0
 49.1   2.5  43.8   2.4
 35.7   2.0  31.7   2.2
 38.9   4.0  37.4   1.5
 46.1   3.7  34.1   2.5
 53.4   1.7  48.8   1.5
 65.6   3.7  38.7   2.4
 28.4   1.9  49.0   2.1
 54.2   4.5  40.4   2.4
 69.8   4.7  24.5   1.7
  0.2   0.3   0.2   0.3   0.4   0.3 
   99    31     3    56   100   105 
  151   165    93    23   140   139 
   38   175   153   170    57    10 
   48   174   126    29   105   164 
   11    92   108    94    11     1 
   86    42   144    82    10    99 
   87   107   167    39    24   147 
   73   104   118    71   116   113 
   58   140   177   172   175    60 
   56   160    14    36   155   169 
  154    23    15    60   118    78 
  148    80   169    16   113    17 
  101     8   110   173    50   155 
  114    93     4    48   125   160 
  112   125   117    94    72   103 
  130   131   159    68    35   127 
  118    34    45    20   110   149 
   57    44    15     4   149     1 
