6 18
2
      1079
  2.3  48.4  59.5   1.7
  2.0  42.2  91.3   2.5
  1.2  14.1  41.7   1.6
  4.5  23.7  43.9   2.0
  2.9  11.0  69.0   2.5
  4.7  10.2  50.9   1.5
  3.7  15.6  25.2   2.4
  2.1  43.9  21.7   1.7
  4.0  26.8  80.3   1.7
  4.3  24.3  13.0   1.9
  1.9  48.8  70.6   1.8
  4.9  23.6  15.3   1.6
  0.2   0.3   0.3   0.3   0.3   0.4 
   34    71    38   163    19    93 
  100    12   143   138   164     1 
   83   147    40   130   110   148 
   13     3   171    44     5   122 
   42   123   118   173    68   165 
  109    78    38   146    59     4 
   99    10    41   104    95   154 
  106    44   137    42   156   123 
   64   115   140   142    19   156 
   33     3    82    54    76    22 
  146    31   153   135    50   142 
   41   118   122    19   131   159 
  170    36   107    57   130   137 
  108   116    83    81    14    16 
  103   116   172    63   155   113 
   57    98    87    70   154   135 
  174    88   161   148    55   178 
   81   141     3    24    81    69 
