6 12
2
       958
  2.5  55.1  44.2   2.1
  4.7  57.8  28.9   1.6
  2.0  39.4  42.2   2.4
  2.7  39.0  44.0   2.0
  3.1  12.3  44.6   1.8
  3.3  76.7  22.0   1.8
  2.0   8.8  13.9   2.4
  1.8  59.3  44.6   2.0
  2.8  71.3  48.8   1.5
  1.5  49.8  21.4   2.1
  1.0  38.1  34.0   1.5
  2.3  26.7  27.8   1.8
  0.2   0.3   0.4   0.4   0.2   0.4 
   17    78    66   177    98   166 
   76    97   151    97    84    68 
  128   132    26   122   157     6 
   69    80   148    56    35   141 
   32   142   161   146   144    72 
    8   170    24   132   167    71 
  174    66    76    10   167   133 
  101   116   141   164    75   136 
   66     6   107    37    20   174 
  132   166    43    88   143    65 
  142    25    85    40   125    29 
   80    43    14    16    29   113 
