6 12
2
     14564
 35.0   4.8  34.2   1.7
 27.7   4.2  48.4   2.5
  9.3   1.4  26.3   1.6
 84.8   2.4  27.3   2.0
 47.4   1.1  38.4   2.5
 87.9   1.0  30.4   1.5
 65.2   1.6  19.0   2.4
 28.9   4.4  17.4   1.7
 73.1   2.7  43.5   1.7
 79.5   2.4  13.6   1.9
 25.2   4.9  39.1   1.8
 91.8   2.4  14.6   1.6
  0.2   0.3   0.3   0.3   0.3   0.4 
   34   170    10    38   107   104 
  100   108    44   143    83    42 
   83   103   115    40   172   142 
   13    57     3   171    87    54 
   42   174    31   118   161   135 
  109    81   118    38     3    19 
   99    71    36    41   163    57 
  106    12   116   137   138    81 
   64   147   116   140   130    63 
   33     3    98    82    44    70 
  146   123    88   153   173   148 
   41    78   141   122   146    24 
