6 18
2
      1305
  2.9  74.8  36.4   2.0
  3.2  39.6  17.7   2.2
  5.0  46.4  48.4   2.2
  2.0  79.9  44.4   1.7
  4.4  67.4  43.2   2.4
  3.6  23.5  21.8   2.2
  3.1  41.0  23.7   1.5
  3.8  73.3  22.7   2.5
  3.6  21.3  20.6   2.3
  1.5  70.3  18.6   2.3
  4.8  92.0  48.4   2.3
  4.9  32.3  49.8   1.5
  0.2   0.2   0.3   0.3   0.2   0.4 
  165    85   110    31   101   150 
  136    54    40    18   146    50 
  117   130    35    90   107    25 
  151    16    91    35    19   104 
  120   132   119   118   148    88 
  157    88    58   153   161    46 
   93   134    88     8    36    77 
   66    63   164   104    12     9 
   20    37     5    63   172   173 
   49    17   126    72   143   154 
   45   157    60    30    39    33 
   72   132   124   128    90     1 
   11   107   139    14     9   174 
  145    76   172    89   134   144 
   97   147     7    79   145   126 
   17    91    24   179   167    15 
  131    39    37   164    77   130 
   38   137    66    10   172   134 
