6 12
2
     14929
 78.9   1.5  10.5   2.3
 91.4   4.8  42.2   2.0
 59.9   5.0  13.1   2.0
 49.1   2.5  43.8   2.4
 35.7   2.0  31.7   2.2
 38.9   4.0  37.4   1.5
 46.1   3.7  34.1   2.5
 53.4   1.7  48.8   1.5
 65.6   3.7  38.7   2.4
 28.4   1.9  49.0   2.1
 54.2   4.5  40.4   2.4
 69.8   4.7  24.5   1.7
  0.2   0.3   0.2   0.3   0.4   0.3 
   99   101   107     3   110    39 
  151   114   104    93     4    71 
   38   112   140   153   117   172 
   48   130   160   126   159    36 
   11   118    23   108    45    60 
   86    57    80   144    15    16 
   87    31     8   167    56   173 
   73   165    93   118    23    48 
   58   175   125   177   170    94 
   56   174   131    14    29    68 
  154    92    34    15    94    20 
  148    42    44   169    82     4 
