6 12
2
     13850
 85.2   1.8  42.8   2.0
 49.4   2.0  37.7   1.9
 32.5   4.6  37.3   2.5
  6.9   4.5  41.5   2.4
 72.6   4.0  47.5   1.6
 47.2   1.8  34.4   1.7
 93.2   3.7  20.0   1.7
 81.8   2.2  18.0   1.5
 36.5   1.3  17.9   2.3
 22.3   3.4  31.7   2.3
 65.6   3.0  36.2   1.5
 70.1   2.8  37.2   1.9
  0.2   0.3   0.2   0.4   0.2   0.2 
   23    69    14   102    87   141 
   91    65   167    96     5   162 
   60   106   171   114   179   122 
  136   159    68     2    74    72 
   81    33     5    97    78    81 
   25   179    58    14    24     3 
   68    32   159    59    81    28 
  175   125    52    48    54    85 
   61   165   168    34    11    48 
  146    24    94   102    40    29 
  130   113    58    48   119     8 
   69   136   123   155    68    61 
