6 6
4
      6040
 55.0   4.4  10.5   2.3
 34.4   2.3  30.0   1.5
 64.4   2.3  46.3   2.5
 58.8   3.3  24.5   1.7
 67.8   3.9  34.4   1.7
 59.4   4.2  19.8   1.8
 24.3   2.1  34.1   2.5
 82.4   4.3  47.8   1.6
 20.8   4.7  31.7   2.2
 75.4   4.6  15.5   2.3
 22.5   2.0  36.9   2.5
 88.7   3.6  44.6   2.0
 10.5   2.9  30.1   1.8
 55.8   3.5  39.1   2.2
 92.5   4.9  40.4   2.4
 16.8   2.8  37.1   2.0
  6.5   3.1  29.6   2.2
 93.8   1.3  39.6   1.9
 48.6   2.6  11.5   2.3
 61.5   3.9  43.8   2.4
 51.1   1.9  10.4   1.9
  9.2   3.1  47.6   2.5
 81.9   3.8  20.4   1.9
 12.7   4.8  46.7   2.2
  0.2   0.4   0.3   0.3   0.3   0.2 
  110    56    39   173   100    24 
    4    23    71    48   140   116 
  117   170   172    94    57   175 
  159    29    36    68   105   155 
   45    94    60    20    11   118 
   15    82    16     4    10   113 
