6 12
2
      1116
  1.4  62.1  34.8   1.8
  1.7  90.1  18.7   2.2
  2.0  74.5  27.4   1.8
  3.7  61.4  45.6   1.7
  2.6  73.7  10.9   1.9
  2.5  92.2  11.2   1.6
  3.9  29.9  23.8   1.8
  3.6  61.7  39.0   2.4
  4.3  45.1  33.4   1.6
  1.4  21.1  43.0   1.7
  3.1  87.4  10.2   1.7
  1.8  22.6  14.3   2.4
  0.2   0.2   0.4   0.3   0.2   0.2 
  177   123    68   126   134    33 
  151    80    79   113    67    59 
  112     7   153   119    52   164 
   57   142   161    13    47    94 
   33   161   128    57   137    37 
  138   134   158   153   112    69 
  152   130    65    99   146     9 
  114   154    70     6     8    38 
  153   100     9    76    53   118 
  126    57   141    30    23    57 
  162   150   112   102    11    35 
    5   103   145   164    50   141 
