6 12
2
      1190
  2.0  29.3  26.9   2.3
  4.9  76.7  20.8   1.8
  1.5  79.4  49.1   1.9
  1.8  45.5  23.0   2.4
  4.5  22.4  27.5   2.2
  1.5  39.2  29.7   2.2
  2.5  50.4  16.2   1.6
  2.2  74.2  41.5   2.0
  3.9  46.6  13.8   2.4
  2.8  41.0  45.0   2.1
  4.2  52.7  31.8   2.4
  3.9  73.4  46.6   2.2
  0.2   0.3   0.3   0.4   0.3   0.3 
   36   175   175   133    13   168 
  167    35   131    59     6   137 
   31    78   111   114    73     3 
  141   154    28   132   171   163 
  140    54   153    64   115   135 
   29   170    74    83    50    62 
  145   125    14     3   158    55 
  171   138   173    95    61   111 
    6   153     8    62   128    53 
  148   115    68    81    47   175 
   41    90   137    20   104   109 
   71   114   155    25   143   115 
