6 18
2
      1127
  4.6  22.3  42.8   2.0
  3.0  26.9  37.7   1.9
  2.2  85.7  37.3   2.5
  1.1  83.3  41.5   2.4
  4.0  72.1  47.5   1.6
  2.9  22.2  34.4   1.7
  4.9  64.9  20.0   1.7
  4.4  32.8  18.0   1.5
  2.4  12.2  17.9   2.3
  1.8  58.9  31.7   2.3
  3.7  51.0  36.2   1.5
  3.9  46.6  37.2   1.9
  0.2   0.3   0.2   0.4   0.2   0.2 
   23    32   102    81    18    74 
   91   125    96    54    58    16 
   60   165   114    11   174    40 
  136    24     2    40    35    96 
   81   113    97   119   144    12 
   25   136    14    68   155    91 
   68    14    59   141    96   153 
  175   167    48   162    64   141 
   61   171    34   122    30    78 
  146    68   102    72    12    44 
  130     5    48    81    35    86 
   69    58   155     3   157    79 
   69   159    87    28    73    97 
   65    52     5    85   149    67 
  106   168   179    48    78   152 
  159    94    74    29    38    89 
   33    58    78     8    88   149 
  179   123    24    61   141    31 
