6 18
2
      1103
  1.8  64.0  39.7   1.8
  2.7  35.5  26.2   2.4
  2.9  43.4  46.1   2.3
  2.4  29.7  28.6   2.3
  3.8  73.4  34.2   2.4
  3.6  94.5  23.9   2.1
  3.4  90.8  17.9   2.4
  2.1  43.3  41.0   2.0
  3.0  48.0  17.4   2.4
  2.8  62.7  45.0   2.4
  2.9  65.7  48.8   1.7
  1.3  44.2  28.5   2.4
  0.2   0.3   0.4   0.4   0.2   0.3 
   83    34    68    45    63   122 
  176   100    41   179    84   154 
  150    68   132     1    52    69 
   60    37    30   172    50   149 
  103   138   179    70    99     7 
  173   171    36    55   107   160 
   18    23    87   168   116    43 
  119    11    96   105    15   131 
  175   154    17   119   149   128 
   95    65    19    51    11    50 
   94    76    88    85     5   107 
    3   167    60   120   163    20 
  147   122   156    57    93    38 
  155   131   140    71    59   164 
   92   142   170   112    73    45 
  141   109    54   108    83   130 
   44   148    64    86    54    27 
  156   116    77   145   145   105 
