6 18
2
     14062
 28.3   2.1  26.9   2.3
 93.9   4.2  20.8   1.8
 16.5   4.3  49.1   1.9
 22.0   2.8  23.0   2.4
 83.0   1.8  27.5   2.2
 16.3   2.5  29.7   2.2
 39.2   3.0  16.2   1.6
 32.0   4.1  41.5   2.0
 69.9   2.8  13.8   2.4
 46.0   2.6  45.0   2.1
 78.0   3.1  31.8   2.4
 69.7   4.0  46.6   2.2
  0.2   0.3   0.3   0.4   0.3   0.3 
   36   125   133   158    30   141 
  167   138    59    61   115   105 
   31   153   114   128    26    47 
  141   115   132    47    31     6 
  140    90    64   104    32   165 
   29   114    83   143   124     6 
  145   175     3   168   170    83 
  171   131    95   137    61    34 
    6   111    62     3   120    80 
  148    28    81   163    89    53 
   41   153    20   135   159   164 
   71    74    25    62   132   151 
  175    14    13    55   119   133 
   35   173     6   111    51    61 
   78     8    73    53   166    98 
  154    68   171   175   132   166 
   54   137   115   109    45    12 
  170   155    50   115     0   147 
