50 18
4
     55151
 94.7   4.3  10.5   2.3
 86.6   2.4  30.0   1.5
 49.9   3.6  46.3   2.5
 30.5   3.2  24.5   1.7
 40.3   4.6  34.4   1.7
 74.2   1.5  19.8   1.8
  7.5   4.9  18.6   2.3
 48.5   4.6  42.9   2.4
 94.4   4.5  48.9   2.4
 57.5   2.1  27.8   1.6
 81.2   1.2  44.2   2.0
 34.2   3.4  47.6   1.6
 33.5   2.6  47.9   1.6
 58.9   1.6  13.7   1.8
  8.5   4.3  22.7   2.3
 63.6   1.2  35.2   2.2
 22.3   3.8  12.4   2.3
 36.4   3.9  13.9   1.9
 52.7   3.1  44.8   1.5
 55.3   2.3  31.6   1.6
 59.1   3.6  13.9   1.6
 26.1   1.5  43.1   1.8
 43.5   1.2  16.6   2.1
 40.4   3.9  10.5   1.9
 72.9   3.4  14.9   1.5
 25.1   2.7  21.4   2.4
 26.6   1.8  33.7   2.4
  9.5   1.9  42.9   1.6
  6.0   2.3  12.5   2.2
 15.4   5.0  13.0   1.9
 47.2   3.0  45.3   2.0
 33.0   2.0  32.9   2.5
 67.9   4.1  32.6   2.0
 82.1   4.1  39.1   2.0
 10.1   1.2  23.7   2.5
  6.1   4.7  45.8   1.9
 27.2   3.1  25.4   2.3
 68.8   4.7  26.6   1.7
 71.1   4.1  37.8   1.8
 69.9   4.6  41.6   2.4
 78.6   4.2  22.4   1.9
 62.2   1.9  48.8   1.8
 10.0   2.3  17.0   2.4
 31.1   3.8  29.5   1.6
 72.9   4.1  20.0   2.4
 15.5   2.5  10.2   1.8
 53.7   1.7  34.2   1.6
 15.3   1.8  10.5   1.5
 64.9   4.9  27.1   1.6
 70.8   2.1  38.7   1.7
 60.3   1.2  34.1   2.5
 35.3   3.4  47.8   1.6
 38.5   3.8  31.7   2.2
  9.8   1.2  15.5   2.3
 23.9   3.4  36.9   2.5
 74.5   2.2  44.6   2.0
 56.8   3.8  12.4   1.8
 57.0   2.9  35.3   2.1
 22.3   2.6  30.5   2.5
 84.5   4.5  30.7   1.5
 19.6   1.1  34.2   2.2
 63.7   2.7  11.0   2.1
 83.5   3.7  31.0   1.7
 47.9   2.8  20.7   2.5
 33.8   1.1  12.5   2.1
 69.7   2.9  38.0   1.8
 43.9   2.7  10.3   2.4
 86.0   3.7  45.6   2.4
 11.3   1.6  32.0   1.6
 51.9   4.7  49.8   2.3
 23.9   4.9  46.8   1.8
 50.6   1.7  37.9   2.1
 30.6   4.6  28.6   2.1
 36.2   2.0  14.2   1.6
 44.5   3.2  13.9   2.3
 59.3   3.2  29.9   2.4
 51.5   2.4  19.2   2.1
 15.7   2.3  12.3   1.9
 29.3   4.6  33.6   1.6
 85.9   3.3  36.6   2.0
 38.7   4.6  36.7   2.0
 21.0   2.6  19.1   2.4
 53.5   4.4  32.5   1.9
 27.1   2.1  18.8   2.3
 10.5   3.6  12.6   2.4
 28.9   4.3  31.1   1.5
 78.8   1.9  34.0   1.6
 37.5   2.0  13.6   2.1
 32.0   2.6  32.8   1.5
 94.0   3.1  27.6   1.6
 80.6   1.2  42.1   1.6
 56.0   4.9  22.2   1.8
 76.6   1.4  40.1   2.3
 73.4   1.2  42.5   2.3
 50.1   3.4  39.7   1.6
 56.7   4.8  27.4   1.8
 54.3   1.1  18.0   2.1
 12.0   2.3  15.5   1.5
 27.8   4.4  36.1   2.1
 63.6   5.0  13.8   1.7
 44.9   1.1  30.1   1.8
 93.0   4.8  39.1   2.2
 39.7   1.6  40.4   2.4
 59.4   1.8  37.1   2.0
 53.8   4.2  29.6   2.2
  8.8   2.0  39.6   1.9
 56.4   3.3  29.4   2.0
 69.3   4.3  39.0   2.1
 32.8   4.7  33.9   1.7
  7.6   1.8  39.3   2.2
 11.3   3.6  47.2   2.3
 94.8   3.7  45.4   2.2
 25.7   1.5  18.8   2.0
 19.3   3.1  25.3   2.0
 27.4   1.1  15.4   1.6
 30.6   3.9  17.8   1.9
 76.0   1.0  42.9   2.1
 27.3   3.5  38.2   2.1
 58.0   1.0  17.7   1.6
 30.1   2.6  23.0   2.3
 13.4   2.7  32.8   1.6
 79.8   2.0  33.2   1.7
 26.3   1.3  16.9   1.6
 83.2   1.3  17.0   2.1
 93.5   4.4  16.3   1.8
 46.5   3.7  39.5   2.3
 60.6   1.9  36.6   2.4
 68.4   2.2  19.2   1.9
 12.8   1.9  27.4   2.1
 92.0   1.3  22.7   2.4
 36.3   3.7  12.3   1.7
 74.2   3.0  46.1   1.7
 20.1   1.8  14.4   1.6
 90.0   1.4  35.3   1.9
 42.4   4.7  11.8   1.7
 62.6   4.3  17.3   2.0
 40.8   2.7  40.8   1.6
 88.3   2.6  22.1   2.3
 65.9   5.0  25.8   1.8
 59.4   2.8  34.0   1.9
 51.8   1.9  49.6   2.3
 74.6   3.1  16.9   1.5
 86.3   2.2  10.9   2.5
 91.3   3.2  43.0   2.4
 36.8   2.5  20.4   2.1
 88.4   1.4  20.2   1.9
 18.3   1.3  46.8   1.9
 51.9   1.8  32.7   2.1
 44.5   4.6  18.0   2.4
 62.9   1.6  30.6   1.6
 70.7   3.6  11.5   2.3
 56.9   4.1  43.8   2.4
 47.0   4.4  10.4   1.9
 90.2   1.2  47.6   2.5
 58.0   4.7  20.4   1.9
 44.6   2.4  46.7   2.2
 93.9   4.4  23.1   1.9
 15.6   3.1  22.8   2.2
 85.1   2.0  41.3   2.1
 17.0   1.7  20.0   1.7
 10.0   1.2  49.4   2.2
 10.1   3.9  13.4   1.8
 74.8   4.2  48.3   1.9
  9.6   1.4  11.0   1.6
 78.3   1.9  49.1   2.1
 33.8   4.0  43.3   2.1
 90.5   4.1  23.4   2.1
 78.3   5.0  10.4   2.3
 66.5   2.6  11.3   2.3
 78.6   3.5  36.8   2.1
 53.2   4.9  36.0   2.1
  8.8   4.0  12.2   1.8
 84.3   4.7  38.6   2.0
 56.3   1.7  16.6   1.8
 14.2   3.5  37.0   1.9
 20.3   4.9  28.9   2.0
  5.9   3.8  47.8   1.5
 47.6   1.9  32.0   1.6
 81.8   2.6  24.9   1.8
 57.0   1.3  32.0   2.1
 71.3   3.6  36.1   1.8
 12.6   1.9  41.7   1.8
 63.0   2.9  36.8   1.6
 82.6   1.1  24.8   1.6
 37.0   2.2  24.1   1.9
 41.3   2.8  36.2   1.5
 85.1   4.5  20.4   1.8
 25.5   4.9  18.1   1.7
 30.1   3.6  39.8   1.7
 16.3   1.0  12.1   2.4
 24.7   4.1  13.6   1.7
 85.4   1.1  11.6   2.2
 42.8   2.1  37.9   1.5
 69.3   4.9  35.8   2.4
