12 6
2
      1948
  3.1  24.8  64.5   2.0
  2.0  26.2  22.3   2.2
  3.2  13.9  91.4   2.2
  2.9  22.0  82.4   1.7
  4.0  29.6  79.6   2.4
  1.8  13.8  31.6   2.2
  3.4  27.0  52.1   2.3
  1.9  40.6  73.3   2.2
  1.8  30.3  27.6   1.7
  3.0  46.7  67.4   2.4
  2.3  37.7  93.3   1.7
  1.2  15.5  80.6   2.2
  1.5  21.0  35.9   1.5
  1.3  42.4  33.6   2.5
  3.9  18.5  28.8   2.3
  3.9  13.6  24.3   2.3
  4.0  24.1  91.5   2.3
  4.5  39.3  94.6   1.5
  4.3  30.3  55.6   1.9
  3.5  19.1  46.4   2.5
  3.7  23.1  17.3   2.3
  1.1  38.1  92.0   2.4
  4.1  48.3  87.9   1.8
  1.8  24.8  83.7   2.2
  0.2   0.2   0.3   0.3   0.2   0.4   0.3   0.3   0.3   0.3   0.3   0.4 
   31     8    14   101    36     9   150    77   174   144    17    76 
   18   104    89   146    12   134    50     9   144   117   163    83 
   90    63    79   107   172   145    25   173   126    22    76   126 
   35    72   179    19   143   167   104   154    15    45   178   178 
  118    30   164   148    39    77    88    33   130   103    91    89 
  153   128    10   161    90   172    46     1   134   164   140    96 
