6 12
2
      1146
  1.8  64.0  39.7   1.8
  2.7  35.5  26.2   2.4
  2.9  43.4  46.1   2.3
  2.4  29.7  28.6   2.3
  3.8  73.4  34.2   2.4
  3.6  94.5  23.9   2.1
  3.4  90.8  17.9   2.4
  2.1  43.3  41.0   2.0
  3.0  48.0  17.4   2.4
  2.8  62.7  45.0   2.4
  2.9  65.7  48.8   1.7
  1.3  44.2  28.5   2.4
  0.2   0.3   0.4   0.4   0.2   0.3 
   83   147    23    68   156   168 
  176   155    11    41   140   105 
  150    92   154   132   170   119 
   60   141    65    30    54    51 
  103    44    76   179    64    85 
  173   156   167    36    77   120 
   18    34   122    87    45    57 
  119   100   131    96   179    71 
  175    68   142    17     1   112 
   95    37   109    19   172   108 
   94   138   148    88    70    86 
    3   171   116    60    55   145 
