6 12
2
       884
  3.0  10.2   7.8   2.4
  3.4  48.6   5.5   2.1
  2.4  49.5  35.6   1.7
  1.8  34.2  18.5   2.3
  1.2  14.1  14.5   2.1
  2.8  17.0  87.1   2.5
  3.0  26.4  48.7   2.1
  1.1  34.6  47.8   2.4
  1.7  36.4  24.1   1.5
  1.8  11.8  54.1   2.1
  3.8  44.3  28.1   1.6
  4.8  10.7  89.9   2.2
  0.2   0.4   0.3   0.3   0.3   0.4 
    6   139   118   166    42   126 
  123   101   137   151   170    24 
   83    36    26   143    93    76 
  105    24   129    22     3   125 
   57    70    40    56    24    98 
   34   178   158   160     8   122 
   64    53   127   175   143    12 
  162    70   169    16     1    70 
   11    97   160     2    26   162 
  154     5   109    89   115    59 
  128   152   167    74    75   160 
   26   101   127   155   174   166 
    0     0     0     0     0     0     0     0     0     0 
