6 12
2
       962
  1.4  35.4  60.9   1.8 
  1.7  47.8  24.6   2.2 
  2.0  40.9  44.2   1.8 
  3.7  35.1  85.1   1.7 
  2.6  40.5   7.1   1.9 
  2.5  48.8   7.7   1.6 
  3.9  21.1  36.0   1.8 
  3.6  35.2  70.2   2.4 
  4.3  27.8  57.6   1.6 
  1.4  17.2  79.3   1.7 
  3.1  46.6   5.4   1.7 
  1.8  17.8  14.6   2.4 
  0.2   0.2   0.4   0.3   0.2   0.2 
  177   123    68   126   134    33 
  151    80    79   113    67    59 
  112     7   153   119    52   164 
   57   142   161    13    47    94 
   33   161   128    57   137    37 
  138   134   158   153   112    69 
  152   130    65    99   146     9 
  114   154    70     6     8    38 
  153   100     9    76    53   118 
  126    57   141    30    23    57 
  162   150   112   102    11    35 
    5   103   145   164    50   141 
